PROCEDURE_CODE,DRUG_NAME_WITH_FORM_STRENGTH,DOSAGE_FORM,CLAIM_COUNT,CLAIMS_FREQUENCY_PERCENTAGE,DISTINCT_MEMBERS,MEMBER_PERCENTAGE,TOTAL_BENEFIT_AMOUNT,BENEFIT_PERCENTAGE
72241000711,FLUoxetine HCl 10MG Capsule,CAPS,1,0.00%,1,0.00%,  31 ,0.00%
69367023510,FLUoxetine HCl 10MG Capsule,CAPS,1,0.00%,1,0.00%,  31 ,0.00%
00591354360,buPROPion HCl ER (Smoking Det) 150MG Tablet Extended Release 12 HR,TB12,1,0.00%,1,0.00%,  30 ,0.00%
51079063001,Prazosin HCl 1MG Capsule,CAPS,1,0.00%,1,0.00%,  30 ,0.00%
27808023301,Doxycycline Hyclate 100MG Capsule,CAPS,1,0.00%,1,0.00%,  30 ,0.00%
58118990304,Terconazole 0.4% Cream,CREA,1,0.00%,1,0.00%,  30 ,0.00%
63629244901,Desogestrel-Ethinyl Estradiol 0.15-0.02/0.01MG (21/5) Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
69097083502,Sertraline HCl 100MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
68682000710,dilTIAZem HCl 60MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
96295011807,PulmoNeb LT  Miscellaneous,MISC,1,0.00%,1,0.00%,  30 ,0.00%
72205001890,Pregabalin 300MG Capsule,CAPS,1,0.00%,1,0.00%,  30 ,0.00%
75834031201,Niva Thyroid 60MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
65862051430,Pioglitazone HCl 45MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
61919077730,lamoTRIgine 200MG Tablet,TABS,2,0.00%,2,0.00%,  30 ,0.00%
45802022235,Fluticasone Propionate 0.05% Cream,CREA,2,0.00%,2,0.00%,  30 ,0.00%
70934078990,hydroCHLOROthiazide 25MG Tablet,TABS,3,0.00%,3,0.01%,  30 ,0.00%
42806065830,Entecavir 0.5MG Tablet,TABS,3,0.00%,2,0.00%,  30 ,0.00%
50436136001,clonazePAM 0.5MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
68462023401,Felodipine ER 5MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  30 ,0.00%
69367026501,Felodipine ER 5MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  30 ,0.00%
13668013301,Felodipine ER 5MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  30 ,0.00%
60760063630,Ondansetron HCl 4MG Tablet,TABS,4,0.00%,4,0.01%,  30 ,0.00%
62559056001,Pindolol 5MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
31722058630,Nebivolol HCl 5MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
61314001910,Dorzolamide HCl 2% Solution,SOLN,1,0.00%,1,0.00%,  30 ,0.00%
31722095605,Benzonatate 100MG Capsule,CAPS,3,0.00%,3,0.01%,  30 ,0.00%
72603014303,Metoprolol Succinate ER 50MG Tablet Extended Release 24 HR,TB24,2,0.00%,2,0.00%,  30 ,0.00%
68788772903,Levothyroxine Sodium 100MCG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
00270141111,Isovue-M 200 41% Solution,SOLN,1,0.00%,1,0.00%,  30 ,0.00%
00781207401,Triamterene-HCTZ 37.5-25MG Capsule,CAPS,2,0.00%,2,0.00%,  30 ,0.00%
69680011210,Cyanocobalamin 1000MCG/ML Solution,SOLN,2,0.00%,2,0.00%,  30 ,0.00%
51672403101,Warfarin Sodium 4MG Tablet,TABS,2,0.00%,1,0.00%,  30 ,0.00%
69315013501,Imipramine HCl 50MG Tablet,TABS,3,0.00%,2,0.00%,  30 ,0.00%
96295013869,Vitamin D3 50 MCG(2000 UT) Capsule,CAPS,3,0.00%,1,0.00%,  30 ,0.00%
61919070602,Isentress 400MG Tablet,TABS,2,0.00%,1,0.00%,  30 ,0.00%
00264210100,Sterile Water for Irrigation  Solution,SOLN,2,0.00%,2,0.00%,  30 ,0.00%
08496080901,Kroger HealthPro Gluc Mon Sys w/Device Kit,KIT,3,0.00%,3,0.01%,  30 ,0.00%
00143992801,Ciprofloxacin HCl 500MG Tablet,TABS,3,0.00%,3,0.01%,  30 ,0.00%
68788710909,Oxybutynin Chloride ER 15MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  30 ,0.00%
13925053601,Butalbital-APAP-Caffeine 50-325-40MG Capsule,CAPS,1,0.00%,1,0.00%,  30 ,0.00%
10702015016,HYDROcodone Bit-Homatrop MBr 5-1.5MG/5ML Solution,SOLN,2,0.00%,2,0.00%,  30 ,0.00%
67877056205,metFORMIN HCl 850MG Tablet,TABS,2,0.00%,2,0.00%,  30 ,0.00%
50090250802,Hydroxychloroquine Sulfate 200MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
16729022601,Spironolactone 50MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
16729022616,Spironolactone 50MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
31722027405,Ramipril 10MG Capsule,CAPS,1,0.00%,1,0.00%,  30 ,0.00%
68001043100,Ramipril 10MG Capsule,CAPS,1,0.00%,1,0.00%,  30 ,0.00%
33342006410,Valsartan 160MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
50090310801,Valsartan 160MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
51672403601,Etodolac 500MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
60760024890,Glimepiride 4MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
16571087601,Indapamide 2.5MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
70756040511,clomiPRAMINE HCl 25MG Capsule,CAPS,1,0.00%,1,0.00%,  30 ,0.00%
68180096709,Levothyroxine Sodium 75MCG Tablet,TABS,4,0.00%,2,0.00%,  30 ,0.00%
43547034206,risperiDONE 2MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
53885065701,OneTouch Verio w/Device Kit,KIT,1,0.00%,1,0.00%,  30 ,0.00%
68788763106,Atorvastatin Calcium 20MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
10702020101,Oxybutynin Chloride 5MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
67877046405,Pregabalin 75MG Capsule,CAPS,3,0.00%,2,0.00%,  30 ,0.00%
00054981725,predniSONE 10MG Tablet,TABS,4,0.00%,3,0.01%,  30 ,0.00%
00093823898,Irbesartan-hydroCHLOROthiazide 150-12.5MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
59651000815,Azithromycin 200MG/5ML Suspension Reconstituted,SUSR,2,0.00%,2,0.00%,  30 ,0.00%
47335023596,Methotrexate Sodium 2.5MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
00054455015,Methotrexate 2.5MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
68180051201,Lisinopril 2.5MG Tablet,TABS,5,0.00%,3,0.01%,  30 ,0.00%
00713067653,Triamcinolone Acetonide 0.1% Lotion,LOTN,1,0.00%,1,0.00%,  30 ,0.00%
60219205601,Dexamethasone 2MG Tablet,TABS,4,0.00%,4,0.01%,  30 ,0.00%
42385094701,metFORMIN HCl 500MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
69452034472,SUMAtriptan Succinate 25MG Tablet,TABS,2,0.00%,1,0.00%,  30 ,0.00%
65862000901,metFORMIN HCl 850MG Tablet,TABS,1,0.00%,1,0.00%,  30 ,0.00%
58657050016,guaiFENesin-Codeine 100-10MG/5ML Solution,SOLN,3,0.00%,3,0.01%,  29 ,0.00%
31722071030,Sildenafil Citrate 50MG Tablet,TABS,2,0.00%,2,0.00%,  29 ,0.00%
33342028210,amLODIPine Besylate-Valsartan 10-320MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
33342028207,amLODIPine Besylate-Valsartan 10-320MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
33358001460,ALPRAZolam 0.25MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
53002113806,Atenolol 100MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
53002113803,Atenolol 100MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
70010022701,Gabapentin 600MG Tablet,TABS,2,0.00%,1,0.00%,  29 ,0.00%
16714079701,SUMAtriptan Succinate 50MG Tablet,TABS,2,0.00%,1,0.00%,  29 ,0.00%
33261009260,PARoxetine HCl 30MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
43598016630,OLANZapine 10MG Tablet,TABS,2,0.00%,1,0.00%,  29 ,0.00%
08470354001,Unifine Pentips 32G X 4 MM Miscellaneous,MISC,1,0.00%,1,0.00%,  29 ,0.00%
43547042311,Losartan Potassium-HCTZ 50-12.5MG Tablet,TABS,3,0.00%,2,0.00%,  29 ,0.00%
53746052110,Promethazine HCl 25MG Tablet,TABS,3,0.00%,3,0.01%,  29 ,0.00%
16714098001,Esomeprazole Magnesium 40MG Capsule Delayed Release,CPDR,3,0.00%,2,0.00%,  29 ,0.00%
00409174671,Marcaine/Epinephrine PF 0.25%-1:200000 Solution,SOLN,2,0.00%,2,0.00%,  29 ,0.00%
62332004590,Valsartan 80MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
55111034001,amLODIPine Besy-Benazepril HCl 5-20MG Capsule,CAPS,1,0.00%,1,0.00%,  29 ,0.00%
50090022500,Promethazine-DM 6.25-15MG/5ML Syrup,SYRP,3,0.00%,3,0.01%,  29 ,0.00%
00245021111,Midodrine HCl 2.5MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
62332008390,Valsartan-hydroCHLOROthiazide 320-25MG Tablet,TABS,2,0.00%,2,0.00%,  29 ,0.00%
00168005415,Nystatin 100000UNIT/GM Cream,CREA,1,0.00%,1,0.00%,  29 ,0.00%
65162076210,Warfarin Sodium 2MG Tablet,TABS,2,0.00%,1,0.00%,  29 ,0.00%
00591544205,predniSONE 10MG Tablet,TABS,2,0.00%,2,0.00%,  29 ,0.00%
63629374209,Dexamethasone 4MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
31722085530,Eszopiclone 1MG Tablet,TABS,2,0.00%,2,0.00%,  29 ,0.00%
16729002215,Pioglitazone HCl 45MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
50090163700,Vitamin D3 50 MCG(2000 UT) Capsule,CAPS,4,0.00%,4,0.01%,  29 ,0.00%
50268065615,Omeprazole 20MG Capsule Delayed Release,CPDR,2,0.00%,2,0.00%,  29 ,0.00%
62135020590,methIMAzole 5MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
52817032050,Baclofen 10MG Tablet,TABS,2,0.00%,1,0.00%,  29 ,0.00%
35573041830,Atomoxetine HCl 40MG Capsule,CAPS,1,0.00%,1,0.00%,  29 ,0.00%
70436005901,buPROPion HCl ER (SR) 150MG Tablet Extended Release 12 HR,TB12,1,0.00%,1,0.00%,  29 ,0.00%
68788632009,Amitriptyline HCl 10MG Tablet,TABS,2,0.00%,2,0.00%,  29 ,0.00%
29300041201,Atenolol 100MG Tablet,TABS,2,0.00%,2,0.00%,  29 ,0.00%
66993060604,Mirtazapine 7.5MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
61919093015,Fluticasone Propionate 0.05% Cream,CREA,1,0.00%,1,0.00%,  29 ,0.00%
00409798436,Sodium Chloride 0.9% Solution,SOLN,1,0.00%,1,0.00%,  29 ,0.00%
57664007588,Amphetamine Sulfate 10MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
00093729505,Carvedilol 12.5MG Tablet,TABS,5,0.00%,4,0.01%,  29 ,0.00%
65862022560,Clarithromycin 250MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
29300047401,Baclofen 5MG Tablet,TABS,2,0.00%,1,0.00%,  29 ,0.00%
68788816006,Esomeprazole Magnesium 20MG Capsule Delayed Release,CPDR,1,0.00%,1,0.00%,  29 ,0.00%
24658026105,Rosuvastatin Calcium 5MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
57237016805,Rosuvastatin Calcium 5MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
13668017905,Rosuvastatin Calcium 5MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
42858072301,Amphetamine-Dextroamphetamine 10MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
10135050090,Pravastatin Sodium 40MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
16714056002,Pravastatin Sodium 40MG Tablet,TABS,3,0.00%,1,0.00%,  29 ,0.00%
63629891001,Pravastatin Sodium 40MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
69315018210,Oxybutynin Chloride 5MG Tablet,TABS,2,0.00%,2,0.00%,  29 ,0.00%
10702001001,hydrOXYzine HCl 10MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
80681016800,Vitamin D3 25 MCG(1000 UT) Tablet,TABS,5,0.00%,2,0.00%,  29 ,0.00%
50090251800,Valsartan 80MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
31722072930,Irbesartan 75MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
27241000106,risperiDONE 1MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
61314039601,Cyclopentolate HCl 1% Solution,SOLN,1,0.00%,1,0.00%,  29 ,0.00%
71335011601,Eszopiclone 3MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
00480869010,Levothyroxine Sodium 75MCG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
31722080560,Tolterodine Tartrate 1MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
00378180577,Levothyroxine Sodium 75MCG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
70756020112,Amitriptyline HCl 10MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
47781022901,oxyCODONE-Acetaminophen 7.5-325MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
43547031109,Valsartan-hydroCHLOROthiazide 80-12.5MG Tablet,TABS,1,0.00%,1,0.00%,  29 ,0.00%
50090121601,Venlafaxine HCl ER 150MG Capsule Extended Release 24 Hour,CP24,1,0.00%,1,0.00%,  29 ,0.00%
65162004910,oxyCODONE HCl 15MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
62135098550,Doxycycline Hyclate 100MG Capsule,CAPS,1,0.00%,1,0.00%,  28 ,0.00%
55111016730,OLANZapine 15MG Tablet,TABS,2,0.00%,1,0.00%,  28 ,0.00%
62332019030,Febuxostat 40MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
50268005711,Atomoxetine HCl 25MG Capsule,CAPS,1,0.00%,1,0.00%,  28 ,0.00%
00093811956,Famciclovir 500MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
63187084403,OLANZapine 5MG Tablet,TABS,2,0.00%,2,0.00%,  28 ,0.00%
66794023042,Dexmedetomidine HCl 200MCG/2ML Solution,SOLN,2,0.00%,2,0.00%,  28 ,0.00%
60687050701,Gabapentin 600MG Tablet,TABS,2,0.00%,1,0.00%,  28 ,0.00%
00378021610,Furosemide 40MG Tablet,TABS,3,0.00%,1,0.00%,  28 ,0.00%
69367026701,WesTab Plus 27-1MG Tablet,TABS,4,0.00%,2,0.00%,  28 ,0.00%
23155074901,Benazepril HCl 5MG Tablet,TABS,2,0.00%,1,0.00%,  28 ,0.00%
00781108901,ALPRAZolam 2MG Tablet,TABS,2,0.00%,1,0.00%,  28 ,0.00%
00121103416,hydrOXYzine HCl 10MG/5ML Syrup,SYRP,1,0.00%,1,0.00%,  28 ,0.00%
70436001106,buPROPion HCl ER (XL) 300MG Tablet Extended Release 24 HR,TB24,2,0.00%,2,0.00%,  28 ,0.00%
57237003101,Amoxicillin 500MG Capsule,CAPS,4,0.00%,4,0.01%,  28 ,0.00%
52817018110,cloNIDine HCl 0.2MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
50090069001,Enalapril Maleate 10MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
16714044401,Enalapril Maleate 10MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
61919027790,Enalapril Maleate 10MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
70934005530,Benzonatate 200MG Capsule,CAPS,2,0.00%,2,0.00%,  28 ,0.00%
55111033901,amLODIPine Besy-Benazepril HCl 5-10MG Capsule,CAPS,1,0.00%,1,0.00%,  28 ,0.00%
68682010301,Diclofenac Sodium ER 100MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  28 ,0.00%
64380079801,Oseltamivir Phosphate 45MG Capsule,CAPS,1,0.00%,1,0.00%,  28 ,0.00%
43598016405,OLANZapine 5MG Tablet,TABS,3,0.00%,2,0.00%,  28 ,0.00%
55111014601,Fluconazole 200MG Tablet,TABS,2,0.00%,2,0.00%,  28 ,0.00%
72888006660,busPIRone HCl 30MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
52959004702,diazePAM 5MG Tablet,TABS,2,0.00%,2,0.00%,  28 ,0.00%
13668013401,Felodipine ER 10MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  28 ,0.00%
00093736798,Losartan Potassium-HCTZ 50-12.5MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
55700094403,ZOLMitriptan 5MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
68462049833,ZOLMitriptan 5MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
65862046899,Losartan Potassium-HCTZ 50-12.5MG Tablet,TABS,3,0.00%,1,0.00%,  28 ,0.00%
61919079832,Cephalexin 250MG/5ML Suspension Reconstituted,SUSR,1,0.00%,1,0.00%,  28 ,0.00%
42192060740,Pseudoeph-Bromphen-DM 30-2-10MG/5ML Syrup,SYRP,1,0.00%,1,0.00%,  28 ,0.00%
60505625301,dexAMETHasone 2MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
68462058101,Fenofibrate Micronized 134MG Capsule,CAPS,1,0.00%,1,0.00%,  28 ,0.00%
00487990425,Albuterol Sulfate 1.25MG/3ML Nebulization Solution,NEBU,1,0.00%,1,0.00%,  28 ,0.00%
51862088601,Errin 0.35MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
23155016631,Tranexamic Acid 1000MG/10ML Solution,SOLN,1,0.00%,1,0.00%,  28 ,0.00%
60760030430,Venlafaxine HCl 75MG Tablet,TABS,2,0.00%,2,0.00%,  28 ,0.00%
64380074207,busPIRone HCl 10MG Tablet,TABS,2,0.00%,2,0.00%,  28 ,0.00%
71610059692,busPIRone HCl 10MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
75907007532,Errin 0.35MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
59651054005,Isosorbide Mononitrate ER 60MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  28 ,0.00%
29300011816,Topiramate 200MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
63304069201,Clindamycin HCl 150MG Capsule,CAPS,6,0.01%,6,0.01%,  28 ,0.00%
13668018590,Sildenafil Citrate 20MG Tablet,TABS,2,0.00%,2,0.00%,  28 ,0.00%
69238115405,Ezetimibe 10MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
50742050501,#N/A,#N/A,1,0.00%,1,0.00%,  28 ,0.00%
43353035760,ALPRAZolam 0.25MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
49035019502,#N/A,PT24,1,0.00%,1,0.00%,  28 ,0.00%
43598072105,Hydroxychloroquine Sulfate 200MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
00121495015,Lidocaine Viscous HCl 2% Solution,SOLN,1,0.00%,1,0.00%,  28 ,0.00%
69097082312,Citalopram Hydrobromide 20MG Tablet,TABS,5,0.00%,1,0.00%,  28 ,0.00%
61314014310,Brimonidine Tartrate 0.2% Solution,SOLN,1,0.00%,1,0.00%,  28 ,0.00%
62135040212,Ibuprofen 800MG Tablet,TABS,2,0.00%,2,0.00%,  28 ,0.00%
69367028909,buPROPion HCl ER (XL) 300MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  28 ,0.00%
68180047201,amLODIPine Besy-Benazepril HCl 10-20MG Capsule,CAPS,1,0.00%,1,0.00%,  28 ,0.00%
42794001912,Liothyronine Sodium 25MCG Tablet,TABS,2,0.00%,1,0.00%,  28 ,0.00%
75834015905,Verapamil HCl ER 240MG Tablet Extended Release,TBCR,1,0.00%,1,0.00%,  28 ,0.00%
61314065610,Ciprofloxacin HCl 0.3% Solution,SOLN,1,0.00%,1,0.00%,  28 ,0.00%
16714098602,Triamcinolone Acetonide 0.1% Cream,CREA,3,0.00%,3,0.01%,  28 ,0.00%
53217027114,Furosemide 20MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
21922006205,Triamcinolone Acetonide 0.1% Cream,CREA,3,0.00%,3,0.01%,  28 ,0.00%
83980000210,Furosemide 20MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
43353022080,Furosemide 20MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
33342039844,Levothyroxine Sodium 112MCG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
00591268201,Potassium Citrate ER 5 MEQ(540 MG) Tablet Extended Release,TBCR,1,0.00%,1,0.00%,  28 ,0.00%
33342053332,levoFLOXacin 750MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
33342015053,Ibandronate Sodium 150MG Tablet,TABS,1,0.00%,1,0.00%,  28 ,0.00%
68462026630,Atomoxetine HCl 18MG Capsule,CAPS,1,0.00%,1,0.00%,  28 ,0.00%
75834015901,Verapamil HCl ER 240MG Tablet Extended Release,TBCR,3,0.00%,1,0.00%,  28 ,0.00%
00264780020,Sodium Chloride 0.9% Solution,SOLN,1,0.00%,1,0.00%,  27 ,0.00%
00781145210,glipiZIDE 5MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
65862058401,amLODIPine Besy-Benazepril HCl 5-20MG Capsule,CAPS,1,0.00%,1,0.00%,  27 ,0.00%
50742061701,Metoprolol Succinate ER 100MG Tablet Extended Release 24 HR,TB24,1,0.00%,1,0.00%,  27 ,0.00%
16714019601,lamoTRIgine 150MG Tablet,TABS,2,0.00%,2,0.00%,  27 ,0.00%
51407011390,Furosemide 20MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
82009001190,Pantoprazole Sodium 40MG Tablet Delayed Release,TBEC,1,0.00%,1,0.00%,  27 ,0.00%
68788632609,Pantoprazole Sodium 40MG Tablet Delayed Release,TBEC,1,0.00%,1,0.00%,  27 ,0.00%
72578008901,Nystatin 100000UNIT/GM Ointment,OINT,2,0.00%,2,0.00%,  27 ,0.00%
82009010930,Emtricitabine-Tenofovir DF 200-300MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
64980051401,Timolol Maleate 0.5% Solution,SOLN,1,0.00%,1,0.00%,  27 ,0.00%
63874047710,Triamterene-HCTZ 75-50MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
50742034901,metOLazone 2.5MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
65162046550,Ibuprofen 600MG Tablet,TABS,6,0.01%,6,0.01%,  27 ,0.00%
61919059772,traMADol HCl 50MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
60505327503,OLANZapine 5MG Tablet Disintegrating,TBDP,1,0.00%,1,0.00%,  27 ,0.00%
11534015901,Phentermine HCl 37.5MG Capsule,CAPS,2,0.00%,2,0.00%,  27 ,0.00%
83980000701,Propranolol HCl 40MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
67877012450,Silver sulfADIAZINE 1% Cream,CREA,5,0.00%,5,0.01%,  27 ,0.00%
71205020172,Cyclobenzaprine HCl 10MG Tablet,TABS,4,0.00%,4,0.01%,  27 ,0.00%
50090103900,amLODIPine Besy-Benazepril HCl 5-10MG Capsule,CAPS,1,0.00%,1,0.00%,  27 ,0.00%
68382025605,Oxybutynin Chloride ER 10MG Tablet Extended Release 24 HR,TB24,3,0.00%,2,0.00%,  27 ,0.00%
00904721761,dilTIAZem HCl ER Coated Beads 120MG Capsule Extended Release 24 Hour,CP24,1,0.00%,1,0.00%,  27 ,0.00%
31722057447,levETIRAcetam 100MG/ML Solution,SOLN,1,0.00%,1,0.00%,  27 ,0.00%
47781026405,oxyCODONE HCl 15MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
08396900934,#N/A,#N/A,1,0.00%,1,0.00%,  27 ,0.00%
72572022501,Glycopyrrolate 0.2MG/ML Solution,SOLN,1,0.00%,1,0.00%,  27 ,0.00%
50090186703,Allopurinol 300MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
75834032701,Dexmethylphenidate HCl 5MG Tablet,TABS,2,0.00%,1,0.00%,  27 ,0.00%
67877031715,Triamcinolone Acetonide 0.025% Cream,CREA,6,0.01%,6,0.01%,  27 ,0.00%
57513000628,Pen Needles 31G X 6 MM Miscellaneous,MISC,1,0.00%,1,0.00%,  27 ,0.00%
00185012210,Nitrofurantoin Monohyd Macro 100MG Capsule,CAPS,1,0.00%,1,0.00%,  27 ,0.00%
68071052930,Meloxicam 15MG Tablet,TABS,2,0.00%,2,0.00%,  27 ,0.00%
60760039230,Enalapril Maleate 20MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
63187049390,tiZANidine HCl 4MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
72578009776,tiZANidine HCl 4MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
00093171610,Warfarin Sodium 4MG Tablet,TABS,2,0.00%,1,0.00%,  27 ,0.00%
00591554405,Allopurinol 300MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
53489015710,Allopurinol 300MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
69315029210,Allopurinol 300MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
60846080901,Unithroid 150MCG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
50268041215,Hydroxychloroquine Sulfate 200MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
67877064030,Lurasidone HCl 60MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
51991087833,Eplerenone 50MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
59651042701,Spironolactone 50MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
51079097901,Spironolactone 50MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
50090272402,Rosuvastatin Calcium 20MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
72205000490,Rosuvastatin Calcium 20MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
65862037301,Escitalopram Oxalate 5MG Tablet,TABS,3,0.00%,2,0.00%,  27 ,0.00%
00126007492,PreviDent 5000 Booster Plus 1.1% Paste,PSTE,3,0.00%,3,0.01%,  27 ,0.00%
65862014305,Carvedilol 6.25MG Tablet,TABS,1,0.00%,1,0.00%,  27 ,0.00%
